,filepath,tower
0,/home/tanuj/Workspace/power-grid-detection/dataset/raw/positive/269040095_0_4781.jpg,1
1,/home/tanuj/Workspace/power-grid-detection/dataset/raw/positive/1001539852_0_25785.jpg,1
2,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/269149601_5238_0.jpg,0
3,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/291894339_12660_1.jpg,0
4,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/1669554612_20733_1.jpg,0
5,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/81384446_25259_0.jpg,0
6,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/1649369499_21638_1.jpg,0
7,/home/tanuj/Workspace/power-grid-detection/dataset/raw/positive/516846452_0_20362.jpg,1
8,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/339175176_8041_1.jpg,0
9,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/308921998_1648_1.jpg,0
10,/home/tanuj/Workspace/power-grid-detection/dataset/raw/positive/529673520_0_12198.jpg,1
11,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/364036080_9775_0.jpg,0
12,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/497073732_20257_0.jpg,0
13,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/374059022_18938_2.jpg,0
14,/home/tanuj/Workspace/power-grid-detection/dataset/raw/positive/1206313472_0_12476.jpg,1
15,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/848859729_24533_2.jpg,0
16,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/1834380603_15045_0.jpg,0
17,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/420455629_14020_2.jpg,0
18,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/399355633_24986_2.jpg,0
19,/home/tanuj/Workspace/power-grid-detection/dataset/raw/positive/505061509_0_13654.jpg,1
20,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/790740604_9575_1.jpg,0
21,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/2460818843_11877_2.jpg,0
22,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/1696672503_11012_2.jpg,0
23,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/351428595_25007_2.jpg,0
24,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/533605164_2961_0.jpg,0
25,/home/tanuj/Workspace/power-grid-detection/dataset/raw/positive/1577454763_0_19720.jpg,1
26,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/346153783_16578_0.jpg,0
27,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/1022474580_22877_0.jpg,0
28,/home/tanuj/Workspace/power-grid-detection/dataset/raw/positive/1874131731_0_14598.jpg,1
29,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/251417401_19572_1.jpg,0
30,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/420455597_14029_2.jpg,0
31,/home/tanuj/Workspace/power-grid-detection/dataset/raw/positive/341370079_0_23435.jpg,1
32,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/59630340_24440_0.jpg,0
33,/home/tanuj/Workspace/power-grid-detection/dataset/raw/positive/320950762_0_3587.jpg,1
34,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/366207697_11724_0.jpg,0
35,/home/tanuj/Workspace/power-grid-detection/dataset/raw/positive/253168348_0_16860.jpg,1
36,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/308024235_9689_0.jpg,0
37,/home/tanuj/Workspace/power-grid-detection/dataset/raw/positive/1874131733_0_14573.jpg,1
38,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/1615480609_13108_0.jpg,0
39,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/739453552_1417_0.jpg,0
40,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/81384433_25056_2.jpg,0
41,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/1692068908_25398_1.jpg,0
42,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/696990150_23096_0.jpg,0
43,/home/tanuj/Workspace/power-grid-detection/dataset/raw/positive/272248304_0_561.jpg,1
44,/home/tanuj/Workspace/power-grid-detection/dataset/raw/positive/255101297_0_15463.jpg,1
45,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/345872044_17071_2.jpg,0
46,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/1660369641_20315_1.jpg,0
47,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/1756764614_12086_1.jpg,0
48,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/269040246_5719_0.jpg,0
49,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/1577454780_19712_1.jpg,0
50,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/346153790_16589_0.jpg,0
51,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/2400741250_10030_2.jpg,0
52,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/1415856680_10536_2.jpg,0
53,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/1527232917_15676_2.jpg,0
54,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/262644650_9838_2.jpg,0
55,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/268586125_6398_0.jpg,0
56,/home/tanuj/Workspace/power-grid-detection/dataset/raw/positive/244401493_0_469.jpg,1
57,/home/tanuj/Workspace/power-grid-detection/dataset/raw/positive/268621219_0_6114.jpg,1
58,/home/tanuj/Workspace/power-grid-detection/dataset/raw/positive/1689091698_0_18444.jpg,1
59,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/724278080_24322_2.jpg,0
60,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/312949566_22570_0.jpg,0
61,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/327395447_3736_0.jpg,0
62,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/1912663790_14519_0.jpg,0
63,/home/tanuj/Workspace/power-grid-detection/dataset/raw/positive/937221931_0_7381.jpg,1
64,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/359952026_23195_2.jpg,0
65,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/277723621_4909_0.jpg,0
66,/home/tanuj/Workspace/power-grid-detection/dataset/raw/positive/1417969417_0_20783.jpg,1
67,/home/tanuj/Workspace/power-grid-detection/dataset/raw/positive/1031970108_0_17473.jpg,1
68,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/335678114_23924_0.jpg,0
69,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/1865574638_11098_2.jpg,0
70,/home/tanuj/Workspace/power-grid-detection/dataset/raw/positive/392002632_0_21288.jpg,1
71,/home/tanuj/Workspace/power-grid-detection/dataset/raw/positive/1642897341_0_8753.jpg,1
72,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/291866133_4428_2.jpg,0
73,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/876420344_19262_1.jpg,0
74,/home/tanuj/Workspace/power-grid-detection/dataset/raw/positive/790803645_0_8415.jpg,1
75,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/276217793_21624_2.jpg,0
76,/home/tanuj/Workspace/power-grid-detection/dataset/raw/positive/1415856717_0_10529.jpg,1
77,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/364038449_9634_2.jpg,0
78,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/359939509_23313_1.jpg,0
79,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/530794516_2254_2.jpg,0
80,/home/tanuj/Workspace/power-grid-detection/dataset/raw/positive/1692034699_0_11107.jpg,1
81,/home/tanuj/Workspace/power-grid-detection/dataset/raw/positive/1656885496_0_21756.jpg,1
82,/home/tanuj/Workspace/power-grid-detection/dataset/raw/positive/349337286_0_16434.jpg,1
83,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/366207575_11785_0.jpg,0
84,/home/tanuj/Workspace/power-grid-detection/dataset/raw/positive/316792237_0_15777.jpg,1
85,/home/tanuj/Workspace/power-grid-detection/dataset/raw/positive/1015090852_0_17892.jpg,1
86,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/1016717838_5033_0.jpg,0
87,/home/tanuj/Workspace/power-grid-detection/dataset/raw/positive/386879946_0_21617.jpg,1
88,/home/tanuj/Workspace/power-grid-detection/dataset/raw/positive/293123631_0_20292.jpg,1
89,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/1834381289_15118_0.jpg,0
90,/home/tanuj/Workspace/power-grid-detection/dataset/raw/positive/1731698818_0_24369.jpg,1
91,/home/tanuj/Workspace/power-grid-detection/dataset/raw/positive/1585768509_0_18388.jpg,1
92,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/268578667_15870_2.jpg,0
93,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/392002625_21294_2.jpg,0
94,/home/tanuj/Workspace/power-grid-detection/dataset/raw/positive/59607152_0_24468.jpg,1
95,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/269040097_4815_0.jpg,0
96,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/249729994_22540_1.jpg,0
97,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/330701061_8236_1.jpg,0
98,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/1672598786_11284_1.jpg,0
99,/home/tanuj/Workspace/power-grid-detection/dataset/raw/positive/790741085_0_9552.jpg,1
100,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/266731028_23512_1.jpg,0
101,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/764932110_22362_0.jpg,0
102,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/749040045_9518_2.jpg,0
103,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/265908527_4364_1.jpg,0
104,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/1138182473_12744_0.jpg,0
105,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/349336929_16219_1.jpg,0
106,/home/tanuj/Workspace/power-grid-detection/dataset/raw/positive/1804047904_0_13902.jpg,1
107,/home/tanuj/Workspace/power-grid-detection/dataset/raw/positive/414080026_0_15810.jpg,1
108,/home/tanuj/Workspace/power-grid-detection/dataset/raw/positive/316792235_0_15795.jpg,1
109,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/1417969064_20845_2.jpg,0
110,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/1642897594_8817_0.jpg,0
111,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/201234489_22727_0.jpg,0
112,/home/tanuj/Workspace/power-grid-detection/dataset/raw/positive/1695341667_0_14644.jpg,1
113,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/593871788_18315_2.jpg,0
