epoch,binary_accuracy,binary_crossentropy,loss,val_binary_accuracy,val_binary_crossentropy,val_loss
0,0.81782998686382169,0.44267033935081695,0.44267034490881507,0.88209050397394773,0.36553349226099024,0.36553348839244998
1,0.88749260156200116,0.35318392104438834,0.35318393062705011,0.88209050397394773,0.36274481899221156,0.36274481899221156
2,0.88749260126076202,0.35181905749944564,0.35181904916244849,0.88209050397394773,0.36282688954820141,0.36282686361441929
3,0.88749260095952287,0.35174546973744264,0.35174546973744264,0.88209050397394773,0.36285554957486071,0.36285554183778018
4,0.88749260176282729,0.35178885316119268,0.35178884482419553,0.88209050397394773,0.36285074957115576,0.36285074957115576
5,0.88749260246571859,0.35174944931293933,0.35174944730060748,0.88209050397394773,0.36284853160596586,0.36284853160596586
6,0.88749260206406644,0.35177029287783068,0.35177029287783068,0.88209050397394773,0.36285340898047591,0.36285340898047591
7,0.88749260146158815,0.35174267661135655,0.35174267383235752,0.88209050397394773,0.36291623447309618,0.36291623447309618
8,0.88749259934477243,0.35174269349296167,0.3517426942596289,0.88209050397394773,0.36283198871479838,0.36283198871479838
9,0.88749260024848986,0.3517631669190609,0.3517631752560581,0.88209050397394773,0.36280177492788446,0.36280177879642472
10,0.88749260296778387,0.35176320335542938,0.35176320335542938,0.88209050397394773,0.36286407455862113,0.36286407455862113
11,0.88749260226489257,0.35174302174729877,0.35174302730529688,0.88209050397394773,0.36284430500730119,0.36284431274438173
12,0.88749260035704458,0.35174270212712716,0.35174270768512528,0.88209050397394773,0.36290495722238642,0.36290496495946695
13,0.88749260276695774,0.35174844389740562,0.35174843508141107,0.88209050397394773,0.36286085198861107,0.36286086495550213
14,0.88749260256613172,0.35176066860433802,0.35176066582533894,0.88209050397394773,0.36285758457265893,0.3628575884411992
15,0.88749260286737086,0.35176482253352981,0.35176482531252884,0.88209050397394773,0.36283243359692768,0.36283243359692768
16,0.88749260206406644,0.35174734320752593,0.35174734799885682,0.88209050397394773,0.36289718294437456,0.36289719591126562
17,0.88749260035704458,0.35175517432645048,0.35175518343011491,0.88209050397394773,0.36295303226859549,0.36295303226859549
18,0.88749260166241417,0.35175728306567111,0.35175728306567111,0.88209050397394773,0.36290234502065399,0.36290235798754511
19,0.88749260044931599,0.35174423665431104,0.35174423665431104,0.88209050397394773,0.36279093207435698,0.36279093207435698
20,0.88749260156200116,0.3517569445976983,0.35175694737669733,0.88209050397394773,0.3629374722399123,0.3629374722399123
21,0.88749260156200116,0.35176646477270879,0.3517664703307069,0.88209050397394773,0.36291600579867983,0.3629159980615993
22,0.88749260045745759,0.35174517931168736,0.35174517452035647,0.88209050397394773,0.36290460088614168,0.36290461385303274
23,0.88749260035704458,0.35174325870174705,0.35174325870174705,0.88209050397394773,0.36297315590214979,0.36297314293525873
24,0.88749260166241417,0.35174987761124243,0.35174988316924055,0.88209050397394773,0.36297273086290943,0.36297273086290943
