,filepath,tower
24622,corrected/19/positive/272415_174013_19_1.jpg,1
86133,corrected/19/negative/279338_169261_19_7.jpg,0
79169,corrected/19/negative/275574_180222_19_0.jpg,0
75885,corrected/19/positive/281799_174604_19_0.jpg,1
65523,corrected/19/negative/274912_180136_19_0.jpg,0
45133,corrected/19/negative/277187_177869_19_5.jpg,0
35447,corrected/19/negative/272469_175940_19_2.jpg,0
56826,corrected/19/negative/279686_181661_19_7.jpg,0
29560,corrected/19/negative/279553_176124_19_4.jpg,0
3337,corrected/19/negative/283011_174039_19_1.jpg,0
22443,corrected/19/negative/277477_175576_19_4.jpg,0
23869,corrected/19/negative/272686_174185_19_2.jpg,0
47114,corrected/19/negative/273110_173962_19_3.jpg,0
85123,corrected/19/positive/275892_169543_19_0.jpg,1
76523,corrected/19/negative/275830_180817_19_3.jpg,0
11324,corrected/19/negative/278368_175684_19_4.jpg,0
22292,corrected/19/positive/278330_177325_19_0.jpg,1
87654,corrected/19/negative/279393_181311_19_4.jpg,0
54187,corrected/19/negative/276087_168121_19_6.jpg,0
8139,corrected/19/positive/276366_175730_19_0.jpg,1
49999,corrected/19/negative/281427_173570_19_3.jpg,0
80952,corrected/19/positive/278792_181861_19_0.jpg,1
73762,corrected/19/negative/274364_182863_19_3.jpg,0
88079,corrected/19/negative/278993_169417_19_0.jpg,0
55235,corrected/19/negative/272927_174017_19_4.jpg,0
76910,corrected/19/negative/275855_175549_19_7.jpg,0
87172,corrected/19/negative/276487_177826_19_6.jpg,0
7890,corrected/19/negative/278050_172539_19_2.jpg,0
44087,corrected/19/negative/276805_169706_19_0.jpg,0
4701,corrected/19/negative/274250_176119_19_3.jpg,0
41015,corrected/19/negative/275823_168471_19_3.jpg,0
56895,corrected/19/negative/278122_178804_19_4.jpg,0
59456,corrected/19/negative/280054_180924_19_4.jpg,0
73895,corrected/19/negative/279643_174463_19_6.jpg,0
71282,corrected/19/negative/276811_178250_19_4.jpg,0
78047,corrected/19/negative/274387_176269_19_3.jpg,0
79950,corrected/19/negative/283017_174042_19_3.jpg,0
89734,corrected/19/negative/277105_178004_19_7.jpg,0
74408,corrected/19/negative/273082_173314_19_0.jpg,0
55623,corrected/19/negative/278315_178274_19_4.jpg,0
55143,corrected/19/negative/276308_175704_19_5.jpg,0
7393,corrected/19/negative/275682_180330_19_3.jpg,0
65763,corrected/19/negative/276574_179796_19_3.jpg,0
43225,corrected/19/negative/282105_171907_19_6.jpg,0
41393,corrected/19/negative/274942_174054_19_2.jpg,0
87982,corrected/19/negative/273476_183058_19_5.jpg,0
12497,corrected/19/negative/279695_176009_19_1.jpg,0
71820,corrected/19/negative/272810_175195_19_1.jpg,0
