,filepath,tower
0,/home/tanuj/Workspace/power-grid-detection/dataset/raw/positive/279900_168361_19_0_6477.jpg,1
1,/home/tanuj/Workspace/power-grid-detection/dataset/raw/positive/272039_174794_19_1_22646.jpg,1
2,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/275348_171888_19_24038_2.jpg,0
3,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/280581_169274_19_13787_0.jpg,0
4,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/278848_175689_19_21315_1.jpg,0
5,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/273199_174453_19_13620_2.jpg,0
6,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/275548_170809_19_21554_2.jpg,0
7,/home/tanuj/Workspace/power-grid-detection/dataset/raw/positive/272085_175685_19_0_21139.jpg,1
8,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/276984_180475_19_128_2.jpg,0
9,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/272027_175254_19_4835_0.jpg,0
10,/home/tanuj/Workspace/power-grid-detection/dataset/raw/positive/275299_179889_19_0_21360.jpg,1
11,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/273459_174296_19_23265_1.jpg,0
12,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/272351_176353_19_5314_2.jpg,0
13,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/279971_179561_19_23633_1.jpg,0
14,/home/tanuj/Workspace/power-grid-detection/dataset/raw/positive/275495_179308_19_0_11838.jpg,1
15,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/274230_173402_19_10500_1.jpg,0
16,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/273023_175430_19_22703_2.jpg,0
17,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/274561_182369_19_758_0.jpg,0
18,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/274128_173430_19_5390_2.jpg,0
19,/home/tanuj/Workspace/power-grid-detection/dataset/raw/positive/275249_175890_19_0_13430.jpg,1
20,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/275392_171374_19_24276_0.jpg,0
21,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/274880_171742_19_19177_0.jpg,0
22,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/278252_179719_19_16103_1.jpg,0
23,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/278725_175671_19_16800_2.jpg,0
24,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/273390_182448_19_12243_0.jpg,0
25,/home/tanuj/Workspace/power-grid-detection/dataset/raw/positive/279084_173334_19_0_5163.jpg,1
26,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/272070_178414_19_6287_2.jpg,0
27,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/280910_176617_19_19160_0.jpg,0
28,/home/tanuj/Workspace/power-grid-detection/dataset/raw/positive/278889_181558_19_0_881.jpg,1
29,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/273770_174284_19_4725_0.jpg,0
30,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/281055_171725_19_18904_0.jpg,0
31,/home/tanuj/Workspace/power-grid-detection/dataset/raw/positive/275377_180116_19_0_20799.jpg,1
32,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/274731_173436_19_13771_2.jpg,0
33,/home/tanuj/Workspace/power-grid-detection/dataset/raw/positive/277139_178078_19_0_7059.jpg,1
34,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/279874_174334_19_10282_2.jpg,0
35,/home/tanuj/Workspace/power-grid-detection/dataset/raw/positive/275251_179870_19_0_23123.jpg,1
36,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/274973_179574_19_14581_2.jpg,0
37,/home/tanuj/Workspace/power-grid-detection/dataset/raw/positive/275356_174995_19_0_3319.jpg,1
38,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/274166_175015_19_24044_2.jpg,0
39,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/277817_182096_19_18843_2.jpg,0
40,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/279432_181368_19_13616_1.jpg,0
41,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/272369_174062_19_22100_2.jpg,0
42,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/271886_174179_19_17874_0.jpg,0
43,/home/tanuj/Workspace/power-grid-detection/dataset/raw/positive/276369_176598_19_0_5371.jpg,1
44,/home/tanuj/Workspace/power-grid-detection/dataset/raw/positive/274896_174525_19_0_14628.jpg,1
45,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/275034_176051_19_24069_1.jpg,0
46,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/275250_174845_19_21679_1.jpg,0
47,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/282811_173669_19_19992_2.jpg,0
48,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/283360_172952_19_9140_2.jpg,0
49,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/272043_173949_19_1771_0.jpg,0
50,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/271797_175384_19_24287_2.jpg,0
51,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/275015_172362_19_23790_2.jpg,0
52,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/281261_168485_19_13355_2.jpg,0
53,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/272441_174049_19_16661_2.jpg,0
54,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/280963_171806_19_9956_1.jpg,0
55,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/277812_175570_19_58_2.jpg,0
56,/home/tanuj/Workspace/power-grid-detection/dataset/raw/positive/280930_175233_19_0_13135.jpg,1
57,/home/tanuj/Workspace/power-grid-detection/dataset/raw/positive/276913_177897_19_0_7815.jpg,1
58,/home/tanuj/Workspace/power-grid-detection/dataset/raw/positive/279690_176023_19_1_22228.jpg,1
59,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/273477_172068_19_171_2.jpg,0
60,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/274339_182868_19_16475_1.jpg,0
61,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/281998_171865_19_21930_2.jpg,0
62,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/276691_180164_19_10737_1.jpg,0
63,/home/tanuj/Workspace/power-grid-detection/dataset/raw/positive/273020_174428_19_0_7355.jpg,1
64,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/275955_168268_19_12061_0.jpg,0
65,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/280891_176580_19_3525_0.jpg,0
66,/home/tanuj/Workspace/power-grid-detection/dataset/raw/positive/278318_173377_19_0_15717.jpg,1
67,/home/tanuj/Workspace/power-grid-detection/dataset/raw/positive/273459_176979_19_0_11304.jpg,1
68,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/277266_170771_19_6795_0.jpg,0
69,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/281836_171904_19_11828_1.jpg,0
70,/home/tanuj/Workspace/power-grid-detection/dataset/raw/positive/279726_170209_19_0_18639.jpg,1
71,/home/tanuj/Workspace/power-grid-detection/dataset/raw/positive/271725_176459_19_0_11709.jpg,1
72,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/274559_174591_19_24531_2.jpg,0
73,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/273057_173299_19_24072_2.jpg,0
74,/home/tanuj/Workspace/power-grid-detection/dataset/raw/positive/276099_177865_19_0_7893.jpg,1
75,/home/tanuj/Workspace/power-grid-detection/dataset/raw/negative/274492_179507_19_1620_0.jpg,0
76,/home/tanuj/Workspace/power-grid-detection/dataset/raw/positive/283369_172759_19_0_8431.jpg,1
